archivo,duration,rms,tempo,zcr,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_contrast,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6
LA LOM - Juana La Cubana.mp3,184.0413605442177,0.22465518,[86.1328125],0.034991621016132596,1862.0200888240634,2612.1662073749253,3963.5858521208525,21.13221581038207,-154.4167,167.17451,-6.302911,26.937143,-6.1175275,22.019468,1.9971734,2.1459267,-4.409859,6.26203,6.5297832,1.7286551,-1.1986641,0.6314569,0.48403898,0.5136898,0.46452108,0.4725799,0.41643658,0.3624508,0.4579344,0.44298854,0.4699825,0.52009845,0.52475953,0.029374662662106116,0.09325828140872597,0.040727218470154834,0.05330951439077736,0.009702389823932329,0.01693225875638152
La Lupe - Fever.mp3,165.21333333333334,0.18651152,[78.30255682],0.059693317789948,2272.548915313957,2547.5081959789572,4249.199583820094,21.383440241691407,-144.50142,170.45549,-47.570957,20.958101,2.9964316,5.8781834,-11.582609,17.422249,-9.352112,8.277631,-3.979224,4.243422,0.63710356,0.46377766,0.40943623,0.43860886,0.46928272,0.42343527,0.46690544,0.45412838,0.45499352,0.38879713,0.37102702,0.41632953,0.42722908,-0.006680198624328488,0.08458987844131782,0.08629733674600823,0.06609205340227858,-0.026094518815812314,0.01936486691486031
La Mecánica Popular - Mótame en la tormenta.mp3,337.6181405895692,0.15461427,[95.703125],0.031178204304356798,1314.9846447321725,1732.9418117423002,2569.63877899767,21.735444664694175,-212.10538,207.62427,-15.827132,20.097034,8.828923,9.002196,-2.4007833,-4.0284376,-6.381794,-3.8539522,5.7375207,1.9765637,-0.022011157,0.41295344,0.37348157,0.50727737,0.3995312,0.411092,0.3374327,0.30576098,0.32272327,0.34473312,0.4610316,0.43772486,0.5281163,0.23613928096424,-0.029643369399994395,0.006573791689178584,-0.022934711558927453,-0.03090403449003584,-0.02842775906837356
La Misma Gente - Raquel.mp3,304.92841269841267,0.05794443,[114.84375],0.07529960558252427,2964.3014235350356,2984.3710662365693,5925.895687955097,22.915095619481708,-239.89282,130.84047,-42.688995,44.873234,-13.674207,17.272263,-7.5848093,4.3710284,-5.0171876,-3.343844,-1.7386577,0.19114111,-0.34197366,0.4656583,0.3961672,0.36498776,0.34744328,0.4877562,0.31654152,0.29998407,0.33727992,0.32532722,0.40095514,0.32594165,0.44038624,0.1545218703116479,0.009218222077656919,-0.0036562798617277652,0.14510013498970448,0.01916840989474914,-0.0010825672969440123
La Pesada - Cumbia y Tambo (En La Lluvia).mp3,240.2568934240363,0.13742286,[114.84375],0.057414537214604974,2423.857353305811,2618.9961558418836,4977.121828000423,22.122731370767575,-167.22188,161.04425,-41.090866,38.51406,-16.640661,17.937859,-5.474474,9.523297,9.196945,-0.5482481,8.69453,-0.7359645,6.565776,0.57707673,0.44874942,0.3992526,0.43430427,0.4496811,0.4209662,0.3500383,0.40857366,0.40453136,0.3719637,0.46393928,0.49315798,-0.0690647879012013,0.04628134816642082,-0.054538227040046156,0.08459193187230923,0.006965425981846598,0.020526463978193243
La Sonora Matancera & Celia Cruz - Pa La Paloma.mp3,186.10666666666665,0.12584823,[112.34714674],0.04367232581487835,1919.369418782988,2357.3009010751393,3700.450732635098,22.12834991629746,-234.17967,167.02151,-16.313837,34.861324,9.349936,13.332731,-1.0799475,14.359467,-0.21869437,-3.46468,-0.49010852,6.675581,1.1110845,0.44384325,0.4317672,0.59795594,0.44715053,0.43033248,0.5018089,0.47518036,0.4815279,0.42470542,0.51467234,0.48337048,0.51658446,0.16645384708315836,0.09750403116876602,-0.01656097016408832,-0.21135651935400307,-0.035962814452470605,-0.05031729168704515
La Sonora Santanera - La Boa.mp3,175.13333333333333,0.055420958,[123.046875],0.09888820123467021,3225.9071128705627,2773.8343185745844,5916.115161869199,21.553030618339882,-220.58252,134.33952,-67.83143,56.413902,-12.377171,9.672358,-4.90807,5.728413,-5.64308,-2.4649296,-5.3144174,-0.04512884,-2.032118,0.4648357,0.4494418,0.56507903,0.42624685,0.35020962,0.32770678,0.35114264,0.38266832,0.34209052,0.45375887,0.48528156,0.40910262,0.06468639164316059,0.12430703162747647,0.014136465789764406,-0.062436185060775876,-0.00698592913900298,0.013232765473684086
La Yegros - Trocitos de Madera.mp3,275.0133333333333,0.22148103,[99.38401442],0.06699250494052895,3245.7586363674295,3761.8206726302574,7042.627342711104,20.458300807837805,-103.94375,133.94734,-18.72134,24.524899,-13.023657,17.879623,-3.6195745,13.097317,-8.435278,8.143529,-8.413181,9.566207,-4.4076147,0.5893391,0.4658785,0.53198266,0.52476805,0.42515582,0.42588818,0.42219886,0.52117383,0.4535495,0.42951578,0.4575962,0.49350637,0.025157637556871313,0.13237953482303638,0.14048920191105105,0.06697165154751636,0.016583064871945188,-0.03771532836652814
Lalo Rodriguez - Ven Devorame Otra Vez.mp3,307.61902494331065,0.11381904,[112.34714674],0.059166964951220896,2499.6566564158893,2826.2955341442525,5176.555375814951,22.60272803485226,-165.22081,150.15126,-37.501682,38.537373,-13.195382,19.564327,-8.388943,9.26441,-2.8658001,-2.3282917,3.6469545,0.23811813,0.49076366,0.4440629,0.35314712,0.39234424,0.42745537,0.31455392,0.40053338,0.33377814,0.47316673,0.4516704,0.36232495,0.42135158,0.3730073,-0.10453808721502773,0.175474715497873,0.04115238958416407,0.002458167183485077,0.0036799036710951816,-0.013497371693568034
Latyrx - Lady Don't Tek No.mp3,216.66666666666666,0.250514,[97.50884434],0.08526055690068585,3850.557841869329,4055.971809971467,8068.249953220443,20.628627030823225,-126.77016,107.28852,-9.73529,28.309956,-5.0310717,32.09918,-7.951973,18.618038,-8.2860775,15.25358,-3.464824,6.6834655,2.471036,0.4884992,0.55463314,0.6426528,0.53871673,0.49102178,0.5036179,0.48690286,0.5237405,0.53531283,0.5242043,0.5100269,0.46048555,0.02536340660102553,0.06267185133488619,0.04637075154652623,-0.04294559139602056,0.022124555741186873,-0.019001883064979127
Les Vikings - Ambiance Vikings.mp3,149.04888888888888,0.15952867,[117.45383523],0.05637813437086222,2376.1847964504727,2751.6788807267067,4851.261772906281,21.847524647680803,-170.48082,150.19527,-37.01741,27.992928,-17.944937,24.521887,-9.122149,0.6586392,-3.3774998,3.7683103,-6.5691924,-8.116426,1.1922036,0.42625505,0.4482356,0.40845504,0.35843614,0.3828518,0.31684265,0.41896638,0.51650006,0.42869994,0.4370253,0.3700759,0.43076932,0.17246133476539988,0.06672396743823202,0.06814980539354348,0.029205342315319304,0.043035527002319274,-0.02790992362963692
Los Angeles Azules - Cumbia India.mp3,183.6157596371882,0.15043259,[90.66611842],0.08124569635772319,3802.016243142819,3907.438368309049,8498.731580164074,24.297930952061368,-140.46864,109.502495,-17.500515,47.46403,-23.386108,37.967377,-18.113476,15.263717,-14.607516,2.9503675,-4.231891,0.74475175,-2.4750896,0.2767881,0.25871637,0.43104294,0.3129831,0.39660573,0.46896788,0.46524432,0.6173868,0.36514154,0.35900986,0.30078506,0.25456378,0.12998067199990246,0.22046081494022315,0.04372197242648926,-0.1202087580006,-0.017823713690514387,-0.05276676611464856
Los Bravos Del Ande - Travoltoso.mp3,178.93984126984128,0.12108843,[109.95678191],0.06354508597652955,2146.8370461000227,2151.2734560706467,3840.5340250265604,21.489350901856945,-193.14552,174.3368,-60.267834,24.696676,8.1155,9.853371,-3.8886707,0.62831247,2.9008381,-1.7369652,-1.8269886,-1.5438033,0.031848844,0.6647299,0.33118594,0.31595957,0.46486837,0.4349783,0.48616162,0.3452836,0.41975754,0.4637406,0.3485871,0.31920347,0.37602636,-0.12385031133677053,0.04483847437159938,-0.0296725136590634,0.18929739154541492,-0.024584928426561573,0.0029532419576278235
Los Destellos & Enrique Delgado - Qué Chola Tan Rica.mp3,124.24,0.19235174,[107.66601562],0.06304727467704635,2762.6479587741146,2879.5515564823268,5622.701227355284,21.805612691227708,-135.42827,128.73299,-50.145832,48.871,-0.39074236,29.90227,1.4003353,5.526062,2.1557968,-0.54521626,2.6689434,-3.7374976,0.35417056,0.5115431,0.43276283,0.55286247,0.4126726,0.38261124,0.39082935,0.38020805,0.5099083,0.44936344,0.5182394,0.5150106,0.4988988,0.03293676464975812,0.136412877981152,0.03493844174102562,-0.09612369620817494,0.010621067755999147,-0.01928454814809007
Los Gaiteros de San Jacinto - Fuego de Cumbia _ Dub de Sangre Pura (Dub Mix).mp3,346.32562358276647,0.19583315,[178.20581897],0.039398916631398544,2657.051708506227,3281.270537753381,5819.488361912733,22.905784165725244,-163.64949,122.897575,-21.400343,44.112064,-14.242673,16.493065,-1.5454309,17.640413,-5.9777784,8.185412,2.1553621,7.259599,4.6329045,0.46024796,0.468312,0.49619985,0.62924117,0.4402516,0.33079487,0.333648,0.37222093,0.48281586,0.42780194,0.44728395,0.46446648,-0.14556268095800937,-0.011756221034282643,0.10868598242428668,0.10273917265849176,-0.02524553112934554,0.030472055235525784
Los Guacharacos de Colombia - Cumbia de los Kiss (La).mp3,144.38666666666666,0.09306251,[89.10290948],0.08474645808625472,2813.21444525942,2631.636511337095,5555.0192894061065,23.352830851458,-223.95694,143.87187,-56.127354,50.958447,-5.780559,21.869785,-7.883263,7.2864776,3.9510658,5.5745697,0.7512799,-8.900024,-10.936934,0.33744565,0.3933172,0.34285158,0.4064549,0.30829078,0.3357408,0.4046767,0.40186113,0.5143114,0.4312465,0.5207548,0.4415792,-0.1845185778806986,-0.18832150378340456,0.042592914568645085,0.01429540055806649,-0.026097524576287938,0.013836391705414692
Los Hermanos Tuirán - Lluvia.mp3,141.35469387755103,0.20463876,[97.50884434],0.08157476959028005,3281.9708871629277,3074.623061962286,6615.581481372166,23.642574420187067,-138.04068,123.17723,-50.91775,67.99869,-2.2220323,27.953022,-11.844746,9.453055,-3.0997171,-0.94454825,2.7960286,0.6360242,4.7905645,0.55926716,0.3026078,0.26963428,0.40161493,0.5773229,0.5585353,0.3505261,0.32830337,0.32328093,0.34596747,0.2728916,0.2937283,0.029884451171158708,0.09989536403456829,-0.01313941454909242,0.1992105519619792,-0.024663675521025604,0.006115384653354283
Los Latinos - Cumbia Con Organo.mp3,177.74680272108844,0.10092169,[99.38401442],0.04782362426518615,2307.0390717051187,2888.914924861965,4875.979359512778,22.588521249214896,-222.9115,141.13843,-25.628195,57.382786,-0.07537455,31.32454,3.8207161,18.049335,-1.412755,2.2153053,-1.0935782,0.16505341,5.867538,0.5747271,0.4274857,0.37592575,0.34879482,0.37553814,0.52219886,0.3513515,0.36921114,0.4400847,0.35459304,0.3593612,0.39614013,0.0046065501454402484,0.12737572468783445,-0.06973409968666164,0.1283092860305824,-0.03218384838429691,0.01726440710228047
Los Parranderos de colombia - Cumbia León.mp3,178.9937641723356,0.16539223,[90.66611842],0.05386998202182514,2773.112058221837,2921.8706854463503,5855.063401822343,23.937304379930165,-169.29317,135.63326,-42.718243,59.51623,6.4579287,19.219893,-0.2354345,6.4386797,-6.759811,6.1770425,-3.461784,1.3800722,-0.40227452,0.4049515,0.49045843,0.6378133,0.44281262,0.38164818,0.372267,0.4516198,0.52054614,0.47637898,0.4699276,0.43016914,0.39568722,0.1595381440725621,0.20801665193194,0.14620836892535885,-0.12558384731999134,0.00788410734601373,-0.06373080936636495
Los Siderals - Vírgenes del Sol.mp3,192.12190476190477,0.1633323,[123.046875],0.05239069864493323,2127.587139109822,2445.852224212974,4139.155529837528,20.441271220198225,-141.1006,168.04338,-55.582775,38.458775,-2.4003208,21.917494,-2.793824,3.3260636,-2.265618,11.398967,-0.88285494,0.87847286,4.1023912,0.45400098,0.3890828,0.5477604,0.46973965,0.5338891,0.40643415,0.3588233,0.32543057,0.32305408,0.38282117,0.43187976,0.51283556,0.06885033067750819,0.008586419492352003,0.017113320222190264,0.04382571114491787,0.016192192951509622,-0.002781377967095424
Los Wawanco - Vienen las brujas (Remasterizado).mp3,228.85589569161,0.1584385,[89.10290948],0.07768043692614011,3081.556268744133,3109.857574262458,6410.40606036467,21.501562233516093,-138.14186,143.83734,-41.41301,57.000748,-19.349657,32.65593,-8.705823,6.934847,-0.28557506,2.112816,-4.6641827,-0.24329668,3.819294,0.4831446,0.45290387,0.3892449,0.41597536,0.38337225,0.48575416,0.44448563,0.43541038,0.52975726,0.4216334,0.46748224,0.51353484,-0.13213852139466964,-0.1148256173709468,0.008708723565580627,0.04472716525593879,-0.033307052492100774,-0.023440748376793823
M.A.K.U SoundSystem - Happy Hour.mp3,343.97333333333336,0.17292704,[101.33272059],0.05431199411768429,2661.2964166735896,3149.8289748283364,5511.489768045641,21.604370651854083,-137.78067,138.54851,-33.634426,38.34521,2.828006,21.956984,0.5416332,13.869919,-0.16301408,5.2667,2.6559458,5.7953444,-2.8237753,0.58406085,0.50620687,0.46955973,0.5000229,0.49354643,0.5332768,0.5092617,0.5492751,0.5233748,0.4915974,0.4978286,0.46933466,-0.04567732718327789,0.08601691228093503,-0.012063826254284647,0.010701037628851641,-4.070936584403429e-05,-0.002709349737869639
M.I.A. - Paper Planes.mp3,205.2,0.20898385,[172.265625],0.07177416681400282,3036.047288001666,3215.5100952186135,6037.453299040842,21.85436303293609,-112.08346,133.75755,-37.36466,31.018232,6.171979,21.265316,-17.198366,14.058331,0.6275833,6.4839687,2.3659244,4.3974075,-3.996811,0.395802,0.48431748,0.6965613,0.48690632,0.34631985,0.31601143,0.40148878,0.49620652,0.41797072,0.4075949,0.33865234,0.36670205,0.07842883230775693,0.09453147374641929,0.08444597763063377,-0.1250573201044667,-0.01161847084437645,-0.02146543021892794
Mexican Institute of Sound - Cruzando el Río (feat. Joe Crepúsculo)-1.mp3,228.35238095238094,0.21678841,[84.72079918],0.059852323532589354,3199.525020386514,3626.848415391361,7044.962528280543,20.96237501465267,-109.66698,118.53903,-21.284622,55.035374,0.9235633,15.957263,-12.3934765,15.635483,1.1172502,3.090891,-4.2626724,6.3139887,-2.4507535,0.376297,0.44702294,0.5015706,0.5219724,0.5448291,0.46589872,0.47376195,0.47266588,0.61693984,0.72257143,0.63653725,0.45723477,0.13272431484136304,0.04901135533998443,-0.053543833249252694,-0.1354471778928125,-0.015996564534335157,-0.01840844458950559
Michael Paul - Reggae Music.mp3,292.0,0.20764686,[103.359375],0.0375873862495527,2418.973356023666,3428.7091192757007,5080.293142699346,21.101592723546084,-150.76515,148.42885,3.3185446,15.877909,-0.23178649,18.441904,-6.4862957,12.717799,-9.024286,14.149657,5.635101,1.7146467,-3.448915,0.4808186,0.39673588,0.3576011,0.3238472,0.31855148,0.31999412,0.37383482,0.54226446,0.7007922,0.6802949,0.55921113,0.511483,0.01585598980804407,0.003242659630563407,0.039335967262301895,0.0568190179634511,-0.0077959081017092225,-0.00801674624154259
"Miles Davis- The Doo Bop Song (extended mix), 1992.mp3",414.5690702947846,0.15471761,[87.59269068],0.07045742965271361,3380.5789446787417,3569.077951245822,7226.101317682517,21.878510534392476,-181.55547,110.68897,-18.448008,40.53979,-9.233169,25.043936,-12.335212,18.146143,-4.9451065,10.345487,-4.8473997,3.8660002,0.76809853,0.606066,0.6120539,0.64456016,0.5347704,0.5231485,0.56922776,0.5328566,0.6018712,0.4986044,0.5467319,0.5662378,0.56324875,-0.05230592618803888,0.058430300271594224,0.04761788763587243,0.0680497922610693,0.013848402629359534,-0.010183744442279891
Mindy Meng Wang 王萌 & Tim Shiel - Sleeping Tiger On The Bund 蓄势待发.mp3,222.72,0.2239729,[126.04801829],0.05190714246735561,2731.128890901396,3357.4000568265706,5779.380840336511,21.2175172586297,-158.29807,123.94223,-5.7836385,30.148989,-12.358299,15.191595,-5.3570886,6.4426575,-5.0773807,5.629379,-3.310024,1.7256866,1.700034,0.3658328,0.42787084,0.49425092,0.4636562,0.5744844,0.5305159,0.69948024,0.46448076,0.34961286,0.40433875,0.38783324,0.43699676,0.07096706185071301,-0.07028108304867843,0.0027336101058980876,-0.0614396478037806,-0.010416767817635847,0.01966560468560834
Mon Rivera - Lluvia con Nieve.mp3,180.60480725623583,0.0933013,[101.33272059],0.039130389203815,2267.949706129439,2816.9051061735663,4658.337613418597,21.96346666278568,-230.74608,145.98297,-29.277742,37.3835,7.7866426,16.560616,-1.0761857,8.049767,-1.0483152,8.215306,4.3831673,6.3958426,4.236539,0.47431293,0.4582218,0.42128396,0.4065092,0.56814486,0.5472507,0.43471932,0.44770846,0.5012841,0.5625186,0.55088836,0.522846,0.12817990666967125,-0.017755522879145735,-0.05787200659205531,0.0704803545306464,0.03611343621595487,0.013064243747153705
MULA & Letón Pé - Sin Permiso.mp3,189.97163265306122,0.20290788,[99.38401442],0.03699180315345597,2332.6569820687178,3039.9614830688583,4976.740009615825,21.577275997637315,-179.69104,135.2948,-0.45375344,45.26625,-4.9172063,15.9434595,-5.0378346,7.491568,-4.296534,1.3189722,1.1725361,1.2795986,-2.9433346,0.54384327,0.47727126,0.45709574,0.46443367,0.43799886,0.48479426,0.46301094,0.5520226,0.46105984,0.38932547,0.38899097,0.41816878,0.008014628015524921,0.11502217821612146,0.03152730687559133,0.036944801968651055,-0.003665726397779513,0.01077524272943318
Mura Masa - Love�ick (feat. A�AP Rocky).mp3,192.16,0.24588482,[178.20581897],0.05088845239623611,2524.6705719091847,3027.702636088387,5331.247463014288,21.4378713943937,-136.44884,141.59259,-15.000626,30.97016,-11.763649,19.774073,-6.427698,2.44578,-7.099573,0.03981305,-3.162843,-0.7235755,-2.30552,0.48148498,0.4948365,0.45102522,0.45585102,0.4486088,0.48175934,0.46148288,0.4323247,0.48968682,0.48075905,0.5684049,0.5247562,-0.14680540173455908,-0.05290456990697907,0.025652649663547373,0.021349562362980624,0.0008258322776068618,-0.007657835644755579
"Musica Sonidera inc - Cumbia en Margarita, Cumbia Sonidera Perrona.mp3",212.73111111111112,0.22944641,[90.66611842],0.05239382520874263,2219.4363338603666,2325.0306282692254,4329.371292324104,22.41070541766891,-136.97697,160.34793,-55.125057,45.962963,4.8651557,19.355152,1.5890548,4.033406,5.0150313,-0.19272709,4.163799,1.4601532,4.452925,0.51141834,0.45090577,0.5640239,0.49473497,0.4116176,0.40775126,0.43779203,0.64573914,0.54246217,0.49801654,0.51335806,0.49481654,0.021638796017020765,0.14528804168950174,0.1365863262948685,0.07763983907937475,0.009817494097631694,-0.009182224205581593
Najib Alhoush - Ya Aen Daly (Habibi Funk 015).mp3,214.75,0.15347235,[105.46875],0.046147831015515194,2467.499385912629,3498.0482828317995,5582.116806124311,21.86852124604695,-185.58159,151.42407,2.9900749,26.822529,4.810783,22.599892,-19.119518,13.865388,-1.813898,2.575434,-6.0945396,1.7421503,6.1244645,0.3878361,0.4002851,0.34575617,0.42284685,0.47445554,0.41503158,0.5458675,0.36971724,0.3803729,0.4292574,0.358875,0.44138128,-0.024777166969493492,-0.06728634594705005,0.0023590377731571503,0.02449649878991941,-0.00116619794553977,0.008204780033139241
Nelly Furtado - Turn Off the Light (Sunshine Reggae Remix).mp3,233.6856462585034,0.225645,[178.20581897],0.053352458672810375,2696.92083118251,3225.784205400931,5717.017825358469,22.426309455698096,-139.53572,137.39302,-20.916943,37.911457,0.48208284,27.524345,-11.856241,18.965107,-6.043101,6.9112334,7.2089257,3.99719,0.12296993,0.4686994,0.4571506,0.5441784,0.54963636,0.58783287,0.5109775,0.4771915,0.51266205,0.45561936,0.45717683,0.47424206,0.53564566,0.11973745471532866,0.026977559828961523,0.09461283475746855,-0.02342528466357258,0.002011157444785525,-0.04205612653983445
Nickodemus - Livin' Your Dream (feat. Jahdan Blakkamoore).mp3,250.19566893424036,0.19082922,[126.04801829],0.048008054476880425,2844.322060357333,3511.8468073038184,6460.428551024314,21.655240124843175,-164.6072,122.30964,-11.790298,45.015102,-3.8150213,37.08354,-3.356018,5.315002,-5.401441,6.008962,0.98688966,2.201223,2.1401505,0.50388104,0.51783454,0.49091068,0.48852047,0.5212293,0.4904482,0.49889874,0.5175955,0.53835654,0.57959133,0.5197698,0.53781635,0.043096848848120074,-0.008093257711949083,-0.0204841969733219,0.03947645228486284,0.012544378223537413,0.009344401812719618
Nico Gomez - Lupita.mp3,224.04934240362812,0.12983502,[112.34714674],0.06151141959266024,2725.4263998873366,3088.0330382590714,5822.608697038221,20.905191255447303,-184.98495,131.39056,-20.428118,51.328922,-7.6641665,27.609386,-5.8501744,12.217091,-0.76672924,0.7018849,1.3687329,-2.913567,2.722888,0.5701224,0.5060077,0.4965691,0.43047854,0.43341887,0.44002888,0.51091194,0.45637444,0.48415342,0.55904794,0.50972897,0.52166027,0.06047663800007557,0.008381598925660027,-0.044410811692565666,-0.0025303181769531615,-0.019464615572212494,0.015199093329506417
Nightmares On Wax - Now is The Time-1.mp3,240.07111111111112,0.19660091,[103.359375],0.06436415339837516,2790.090791317319,3135.2599655795493,6018.663040176629,20.44518485642144,-136.65544,134.29292,-29.90159,42.259327,-13.736331,21.726887,-9.881778,11.723311,3.95727,1.4682332,1.3999565,2.9963799,2.63095,0.5627121,0.5909807,0.5352282,0.4971106,0.4741511,0.5268325,0.5470368,0.52728724,0.5692096,0.5633276,0.64206547,0.58537304,-0.021561739516671383,-0.01499996025635916,0.05504161480733061,-0.06608756344302985,0.022456653436264656,-0.011717924360514451
NOCHES DE CUMBIA - HERMANOS FLORES.mp3,215.1328798185941,0.16150197,[101.33272059],0.09236921092527386,3775.3609869394195,3780.693669015665,7999.274123322912,21.908374077191827,-102.855255,115.01089,-47.27094,47.82841,-21.974827,35.168056,-25.537287,19.948235,-17.159666,10.266984,-11.66659,10.808913,-2.7505226,0.48004195,0.4067509,0.4477094,0.39935276,0.35724965,0.3765606,0.39286545,0.40358704,0.32729805,0.39608127,0.41869038,0.49106368,0.02413337848107225,0.07357830649867642,0.08861809654514542,0.030130744966611524,0.002574772143636901,-0.009590969329431646
Nortec Collective Presents Bostich+Fussible - The Clap.mp3,163.58458049886622,0.19608875,[107.66601562],0.05199022342496984,2455.32504959991,2853.076231500722,4932.403973779807,20.38133949880814,-167.27997,129.17784,-18.772982,45.081585,0.5002735,25.46971,4.465664,12.717423,-3.6414144,5.7973685,-4.261364,-0.14632186,-0.7754495,0.6905128,0.5794799,0.4959764,0.48117676,0.4852304,0.5185277,0.4570097,0.4979321,0.47269526,0.4351238,0.4415804,0.5177522,-0.04217158067060362,0.09822104879313157,-0.03950715195075972,0.12248407566002081,0.0016988403137767783,0.03257322517604619
Organización Santa Martha de Ángel Estrada - Cumbia de las Locas.mp3,193.98637188208616,0.112792574,[90.66611842],0.06719602132458555,2986.136101355552,3252.820037888792,6146.531628024193,22.153380738243385,-193.32776,124.21586,-17.97952,66.854706,-8.453102,6.785102,-14.097341,11.835139,0.03394143,8.248699,3.9308054,10.100114,4.3278418,0.3488066,0.43593904,0.452154,0.4485609,0.3850524,0.46558926,0.44662032,0.54848546,0.4447201,0.43158904,0.56547874,0.4325651,-0.06506226417721094,0.08366200261192483,0.1105769289589975,-0.128857132250161,0.004530710761459442,0.041422912580578085
Pabllo Vittar - Não Vou Deitar.mp3,137.2226984126984,0.25654206,[93.96306818],0.06483970164445854,3468.052398054246,4024.1531988828774,7834.442417512691,22.674800024811155,-114.42702,109.290016,-5.455222,21.84232,-15.520585,18.28235,-18.024517,6.824772,-6.5530534,5.873822,-11.537468,12.314856,-5.231671,0.31718272,0.3353412,0.3687972,0.3167251,0.40168077,0.31583408,0.36994758,0.417893,0.34842506,0.44074816,0.34395984,0.3947876,0.14750376019203124,-0.0031863505096633884,0.046181384863006096,0.07811533550647333,0.012761328384977693,0.00816648888917825
Pancho Acosta y Su Guitarra - Egyptian Reggae.mp3,236.88537414965987,0.30789375,[105.46875],0.05214457987710743,2325.6339580673603,2694.4058946140003,4815.767272578293,20.96911348811609,-103.78462,169.4739,-11.831901,24.656006,-8.712897,9.908797,-11.612315,3.451796,-6.27603,3.6829991,-8.918811,0.19209485,-6.863922,0.4349834,0.378895,0.46264127,0.37526837,0.43287516,0.45348242,0.36487746,0.4444574,0.40702602,0.54174787,0.4190785,0.37268907,0.13108703529731033,0.05503067164696938,-0.07328103969627296,-0.01617575601071752,-0.00468117670617109,0.016249105916812123
Parov Stelar - Let's Roll (feat. Blaktroniks).mp3,196.0,0.20920908,[120.18531977],0.07196284608592964,3501.3930795355395,3739.636529574884,7485.576828970895,20.464142143153172,-100.77754,116.383026,-22.131083,53.697937,-10.515795,24.503145,-8.807853,13.1893,-8.608624,11.314895,-8.174678,3.2557342,-3.0095563,0.6258407,0.52030504,0.45372832,0.4828253,0.4776281,0.5574358,0.5424455,0.5804322,0.6044665,0.5959174,0.54802394,0.5271828,-0.05362145117174045,0.06382371975276632,-0.030396220803782435,0.05883265416178584,-0.03273523285879171,-0.010255309029966556
Pedro Laza y sus Pelayeros - Cumbia del Monte.mp3,158.33687074829933,0.16967018,[93.96306818],0.08437921728361683,3248.576687318754,2963.980645607134,6454.605660353582,24.09025718058599,-135.53897,126.92506,-58.178707,64.58054,-23.002773,26.579737,4.0886545,2.0166872,6.014396,5.7026153,4.340884,3.2348158,6.3417897,0.39700925,0.3423728,0.42811146,0.33678797,0.38928258,0.43428072,0.33684364,0.3666304,0.41779107,0.5861862,0.362642,0.3427043,0.06442215854704457,-0.026325708315859987,-0.22847301646574336,-0.0018803040297685827,0.010659221716622981,0.008475806495441825
Pedro Miguel y Sus Maracaibos - Arroz Con Coco.mp3,131.72,0.2604571,[105.46875],0.07132254415102239,2768.6973331568397,2761.241153014893,5429.026099678576,20.76674423725713,-84.05638,145.36855,-49.87427,43.7304,-20.26003,8.015463,-6.777003,0.7677747,-3.1836047,2.081875,-5.056058,-2.7254615,-0.02569949,0.3405082,0.25088573,0.3056213,0.3573002,0.5502937,0.369314,0.2984511,0.34020743,0.37281632,0.33330318,0.3484215,0.5208881,0.09776145414232024,-0.13650121308155827,0.1321116000252682,0.11031326753718236,0.013737801714994861,-0.0531523720250664
Pepe Arévalo Y Sus Mulatos - Urge.mp3,355.52,0.17397866,[112.34714674],0.05994377063977696,2759.103763661952,3019.112386211858,5488.8431513444175,23.22704829275932,-143.55568,128.13,-37.036415,44.293243,-3.905966,11.868444,-13.413743,3.874208,-2.8953469,1.1331251,-0.8658976,2.7631888,-0.5907444,0.31526652,0.35929862,0.44192052,0.33042333,0.41588396,0.38097328,0.2885705,0.32423243,0.37786868,0.52772105,0.44047976,0.31423327,0.09224109072551409,0.06775384492586363,-0.09585941910742377,-0.03961627237890123,-0.001155817338393415,-0.00013596439931347045
Perez Prado - Elisa (Raff) 1974.mp3,155.00482993197278,0.128178,[114.84375],0.06423509528066956,2575.7125277185,2748.423867723879,5447.064995237137,21.541675223783592,-192.22618,129.44493,-38.23056,57.508068,-7.5276785,24.226385,1.1160564,1.6721128,5.9528036,-6.2529454,6.3558326,-1.1974958,2.9503844,0.44218624,0.27977937,0.3411508,0.38737196,0.5371922,0.41969612,0.3857745,0.36218822,0.37425297,0.4445572,0.43840328,0.5430277,0.08190858553140186,-0.022651721223749574,0.03447913817715625,0.07434129567441311,0.01255026923656756,-0.004439205192306468
