Id,Servicio wifi a bordo,Hora de salida/llegada conveniente,Facilidad de reserva en línea,Ubicación de la puerta,Alimentos y bebidas,Embarque en línea,Comodidad del asiento,Entretenimiento a bordo,Servicio a bordo,Servicio de sala de piernas,Manejo de equipaje,Servicio de facturación,Limpieza
112396,5,5,5,5,5,4,4,2,2,3,2,5,3
72767,3,3,3,3,4,5,5,5,5,5,5,4,3
31604,4,4,4,1,3,5,5,1,1,4,1,3,5
1622,5,5,5,5,3,5,5,4,4,4,4,3,3
112739,5,5,5,5,2,5,4,4,4,4,4,3,4
61128,4,4,4,3,3,4,3,3,4,5,4,4,3
106309,4,4,4,4,5,5,4,4,4,4,4,5,5
23758,1,4,1,3,5,1,2,5,5,3,4,4,5
5197,3,3,3,1,5,3,5,5,3,5,5,3,5
94285,0,0,0,3,3,4,5,4,4,4,4,3,3
67046,5,5,4,5,5,4,4,4,4,5,4,3,5
125857,2,5,5,5,2,2,2,2,1,2,3,4,2
7216,3,4,4,4,5,4,3,2,2,1,3,3,2
70234,1,1,1,1,3,4,4,5,5,4,5,5,5
97022,2,2,2,2,4,5,5,5,5,5,5,3,3
50476,4,1,4,2,1,4,1,1,5,5,1,1,1
88084,2,2,2,2,2,4,4,3,3,4,3,5,4
49719,1,0,0,3,3,2,3,4,4,0,1,4,4
80046,4,4,4,3,5,4,4,3,3,4,4,3,3
109666,3,2,2,2,3,3,3,3,3,4,4,4,3
121127,2,2,2,2,4,4,4,3,2,4,5,4,4
129514,4,1,4,3,4,4,4,4,2,2,2,4,4
38511,4,4,4,4,5,4,2,4,4,5,4,3,3
39351,2,4,2,3,2,5,5,3,3,5,4,5,5
18613,2,5,2,5,1,2,1,1,4,1,3,1,1
44437,4,0,4,3,4,4,4,4,1,4,5,2,4
47790,2,4,4,4,4,3,4,2,2,2,2,4,4
31697,2,2,2,2,1,2,1,1,2,3,1,1,1
36779,1,5,5,5,1,1,1,2,1,4,3,1,1
102244,5,5,5,5,4,4,4,5,5,4,4,4,5
116221,1,5,1,4,2,3,2,2,2,1,2,1,2
112539,2,5,2,4,4,2,4,4,3,5,4,3,4
42087,3,1,3,2,5,3,5,5,1,1,2,1,5
15224,2,2,2,2,5,5,5,5,4,1,2,5,5
14341,4,4,4,2,2,4,2,2,3,2,2,4,2
118679,2,5,5,5,5,3,3,2,2,2,2,2,2
22212,2,5,2,2,4,2,4,4,3,4,4,4,4
125386,5,4,4,1,3,5,3,3,5,3,4,5,3
127661,4,0,4,3,1,4,1,1,5,4,4,3,1
111077,1,3,1,3,1,2,2,4,4,1,2,3,4
59763,4,0,4,2,1,4,3,1,3,5,4,3,1
70724,2,4,5,5,2,2,2,2,4,3,4,1,2
55336,2,3,2,3,1,2,1,1,1,1,3,3,1
14547,2,5,5,3,2,5,4,2,5,5,4,3,2
85443,4,2,4,4,5,4,4,5,5,4,4,5,5
76601,3,2,3,2,4,3,4,4,3,3,2,4,4
78671,2,2,2,2,4,5,4,5,5,5,5,3,4
81740,4,4,4,3,2,4,2,2,5,4,4,3,2
90353,1,1,4,1,3,5,4,4,4,4,4,3,4
11688,3,3,2,3,5,5,5,5,4,2,5,5,5
123247,1,4,1,3,5,1,1,5,1,1,4,3,5
109571,2,4,2,4,2,1,5,1,2,5,5,5,5
72652,3,5,3,4,1,3,1,1,3,2,5,4,1
29744,3,4,4,4,2,3,2,2,5,5,4,3,2
66814,2,2,2,2,4,4,4,4,5,3,5,4,4
17027,3,5,3,3,4,3,4,4,4,5,4,3,4
51120,3,1,3,3,2,3,2,2,3,3,3,4,2
59764,3,3,3,3,1,3,1,1,5,5,5,5,1
14743,1,1,1,1,3,4,1,5,5,5,5,1,2
107497,4,4,4,4,4,4,4,4,4,4,3,2,4
44542,3,4,0,3,4,0,4,4,2,2,4,3,4
77528,3,3,5,3,4,4,4,4,3,5,5,3,4
24676,3,3,3,3,5,3,1,5,3,1,3,1,5
97795,2,5,2,4,2,2,2,2,5,2,4,4,2
22786,5,5,5,5,1,4,2,4,4,4,5,3,3
81290,2,5,2,1,2,2,2,2,4,5,3,5,2
6123,4,4,4,4,2,4,2,2,4,2,5,4,2
32413,3,3,3,1,5,3,2,5,3,5,5,3,5
23745,5,5,5,1,4,5,4,4,3,1,4,2,4
58166,1,1,1,1,5,5,4,4,4,4,4,4,5
111689,3,3,3,3,3,4,4,5,5,4,5,3,3
62146,3,3,3,3,5,5,4,5,5,5,5,5,5
85254,2,2,2,4,4,2,4,4,4,4,4,1,4
80053,2,0,2,3,2,2,2,2,1,5,5,3,2
53245,5,3,3,3,5,5,5,5,2,1,5,1,5
15040,4,4,4,4,2,2,2,5,3,1,1,2,2
48661,0,4,0,4,2,4,5,5,5,5,5,3,5
106229,2,3,2,3,1,2,1,1,4,3,3,2,1
122308,3,5,3,3,2,3,1,2,2,2,5,2,2
27669,5,5,5,5,5,5,5,5,2,1,3,2,5
112103,4,4,4,3,2,4,2,2,4,5,4,5,2
38249,4,4,4,3,4,4,4,4,4,5,3,1,4
93340,5,5,5,5,4,4,4,4,4,2,5,5,4
112355,5,5,5,5,5,5,4,5,5,5,5,4,4
113094,3,0,3,2,3,3,3,3,4,3,2,1,3
53487,1,2,3,2,1,1,1,1,2,3,4,3,1
122879,1,5,0,2,1,0,1,1,4,2,5,5,1
128978,2,5,2,2,1,2,1,1,5,2,3,1,1
32105,0,3,0,3,2,5,2,5,5,5,5,4,5
100848,4,5,4,4,2,5,4,4,4,4,2,1,1
37926,3,4,3,2,3,4,5,3,3,3,3,4,5
127481,2,4,4,4,2,2,2,2,3,3,3,4,2
62410,3,2,2,4,5,3,5,5,3,4,5,5,5
20225,5,4,4,4,5,5,5,5,5,4,1,1,5
4787,0,4,0,1,5,0,5,5,3,3,4,5,5
45818,4,5,4,3,1,4,1,1,5,4,5,5,1
109930,2,1,2,4,3,2,3,3,2,2,4,2,3
21128,3,5,0,3,2,0,1,2,3,2,4,4,2
68805,3,2,4,4,3,4,3,3,4,4,4,1,3
75704,4,4,4,4,5,5,5,4,4,4,4,5,3
122678,2,2,2,2,2,3,4,2,2,3,2,3,2
10288,1,1,1,1,4,5,5,4,4,4,4,5,4
17259,2,1,2,4,1,2,5,1,2,1,4,1,1
116643,5,0,5,3,5,5,5,5,3,5,5,3,5
4479,5,0,5,1,2,5,2,2,5,2,5,4,2
73764,4,1,4,4,4,4,4,4,3,4,4,4,4
103245,3,3,3,3,5,3,1,3,3,3,3,1,5
32744,3,2,3,3,2,3,2,2,1,2,4,4,2
37545,2,2,2,4,5,2,5,5,2,2,3,3,5
112163,5,5,5,5,4,4,2,4,4,4,4,4,1
127418,2,3,3,1,5,3,5,5,3,1,5,5,5
94047,5,5,5,1,4,5,4,4,4,2,4,4,4
41000,3,3,3,3,4,4,4,4,2,4,1,3,4
2552,1,4,4,4,1,3,3,1,1,1,1,4,1
91650,4,4,4,2,4,4,4,5,5,4,5,3,4
96094,3,5,3,1,3,5,5,4,4,3,4,5,4
50966,4,5,4,3,3,4,3,3,3,3,4,3,3
7433,2,5,2,3,3,2,3,3,5,4,5,3,3
122887,5,5,5,3,4,5,4,4,5,5,4,4,4
125863,2,2,2,3,1,2,1,1,3,4,5,3,1
111852,3,3,3,4,2,3,2,2,2,2,3,1,2
51101,3,4,3,3,2,3,2,2,3,3,4,5,2
101621,3,4,3,1,3,3,3,3,3,3,4,4,3
70615,5,5,5,5,2,4,4,4,4,4,4,4,4
41915,4,4,4,4,3,3,2,5,5,5,5,5,3
3577,0,0,0,1,3,5,5,3,3,4,4,5,3
104457,5,5,5,5,5,4,5,4,4,4,4,5,5
91008,4,2,4,2,5,4,5,5,3,1,3,2,5
11846,2,2,3,2,3,4,5,3,3,2,3,4,4
10097,3,3,3,3,3,3,3,2,4,4,3,3,3
14972,4,5,2,5,4,4,4,4,3,1,2,3,4
23827,3,3,3,1,1,3,1,1,2,1,5,2,1
45897,4,1,1,1,1,2,5,5,5,4,5,1,2
121077,1,1,1,2,1,1,1,1,2,3,5,2,1
64171,2,5,2,3,4,2,4,4,4,5,4,5,4
78088,3,5,3,4,5,3,5,5,3,5,5,4,5
100754,4,5,3,1,2,3,2,2,4,2,3,2,2
54942,2,2,2,2,5,3,4,2,2,2,2,3,2
39633,5,1,3,1,5,5,5,5,1,4,3,3,5
45848,1,3,1,3,5,1,5,5,4,2,4,4,5
98295,2,1,2,4,4,2,4,4,3,1,2,4,4
15562,5,5,5,5,4,5,4,5,5,5,5,3,3
17776,5,0,5,5,5,5,3,5,3,4,2,3,5
42854,1,1,3,2,2,4,5,3,3,3,3,5,5
552,4,4,4,4,2,4,4,4,4,4,4,4,5
4831,5,5,5,5,2,4,5,4,4,4,4,3,5
117958,2,3,3,3,5,3,4,2,2,2,2,4,2
114655,1,1,1,1,3,4,4,4,4,4,4,5,4
35242,3,3,3,2,4,3,4,4,4,4,2,2,4
25513,2,5,3,4,1,3,1,1,3,5,3,1,1
75992,2,4,2,4,4,4,5,5,5,2,5,3,5
103805,5,5,5,5,4,4,4,4,5,3,5,3,4
92753,0,2,0,3,3,0,3,3,1,1,2,3,3
46939,3,4,3,4,1,3,1,1,3,5,5,4,1
20235,4,1,3,1,4,4,4,4,2,1,4,5,4
63156,1,1,1,1,5,5,4,2,2,2,2,3,4
57230,1,4,1,3,4,5,5,5,5,1,5,5,4
101238,1,0,0,3,2,1,4,2,3,2,4,4,2
80210,1,1,1,3,1,5,4,4,1,4,3,4,4
103611,1,5,1,4,1,1,1,1,3,2,5,4,1
105208,4,4,4,1,4,4,4,4,5,3,5,4,4
74224,2,0,2,3,5,5,5,2,2,2,2,4,5
23005,3,4,3,4,4,5,5,2,2,3,1,5,3
10653,3,0,3,4,2,3,2,2,5,2,4,4,2
123363,2,2,2,2,3,5,4,5,5,5,5,5,3
89908,2,5,5,5,2,2,2,2,2,3,3,1,2
20776,4,4,4,4,3,4,3,3,2,4,4,4,3
14887,2,1,2,3,5,2,5,5,1,1,3,1,5
91495,2,1,1,5,3,2,2,3,5,3,4,3,3
24703,5,5,5,5,3,3,2,4,4,4,4,2,5
3570,5,5,5,2,1,5,1,1,3,2,5,4,1
114375,4,4,4,4,4,4,4,4,1,1,4,3,4
103513,4,5,4,3,1,4,1,1,4,5,3,4,1
7943,3,1,3,3,3,4,5,4,4,4,4,3,5
104022,2,2,2,4,3,2,3,3,3,3,4,4,3
578,4,4,4,4,4,5,5,4,4,4,4,3,3
43334,2,2,2,2,4,4,2,4,4,4,4,1,5
32617,2,2,2,4,4,2,3,4,2,1,3,3,4
61272,2,4,2,4,2,2,2,2,3,3,4,5,2
62773,1,2,3,2,1,1,1,4,4,4,4,1,1
117845,5,5,5,5,5,5,5,5,3,3,3,3,5
88226,0,0,0,4,5,5,5,4,4,4,4,5,4
50979,2,0,2,5,4,2,4,4,4,2,5,5,4
73714,1,1,4,1,1,1,3,4,4,4,3,1,1
26974,2,2,2,2,4,2,1,4,4,4,4,4,1
21114,1,4,1,1,5,4,5,1,1,1,1,3,4
98081,2,2,2,2,5,5,5,5,3,2,5,5,5
83130,4,5,4,1,5,4,5,5,3,5,4,4,5
129290,5,1,1,1,5,5,5,5,2,2,4,4,5
124426,3,4,3,2,1,3,2,1,3,4,4,5,1
51707,2,2,2,4,1,2,1,1,1,3,4,1,1
111384,1,1,1,3,1,1,5,1,1,1,3,2,1
5558,5,5,5,5,3,5,4,4,4,4,4,3,3
43309,1,5,5,5,5,3,4,1,1,1,1,3,2
75094,4,4,4,4,3,3,5,4,4,4,4,4,5
121708,1,1,1,1,2,5,4,5,5,5,5,4,3
38573,1,5,1,5,5,1,5,5,3,1,1,1,5
19656,1,2,1,4,3,4,3,2,2,1,2,4,1
10388,4,4,4,4,3,5,5,5,5,5,5,5,4
86607,1,1,1,1,3,4,4,5,5,5,5,3,3
30460,3,4,3,3,5,4,4,2,2,3,2,3,3
85260,3,4,3,1,1,3,1,1,5,4,4,5,1
82861,4,0,4,4,4,1,1,5,3,5,5,1,1
102836,5,5,3,5,2,4,5,5,5,5,5,4,3
8983,1,2,1,3,3,4,4,5,5,1,4,3,4
99509,4,4,4,1,5,4,5,5,3,2,4,3,5
81631,2,2,2,2,2,2,2,2,5,2,4,5,2
124258,2,5,2,2,5,3,4,2,2,2,2,3,3
64547,1,1,3,1,2,4,4,4,4,4,4,5,5
13854,2,4,2,2,5,2,5,5,5,3,4,3,5
58716,2,2,3,3,5,3,2,1,1,3,1,1,2
3716,5,4,5,1,1,5,1,1,5,4,4,4,1
47234,1,4,1,1,5,5,4,2,2,1,2,3,5
74685,1,4,1,3,2,1,2,2,3,3,5,5,2
99660,4,4,4,4,4,4,4,4,5,5,2,1,4
53506,4,4,4,4,4,5,5,3,4,4,5,5,5
63398,1,3,1,1,2,1,2,2,2,4,1,1,2
104015,4,4,4,4,3,3,3,3,4,3,4,3,3
97784,4,4,5,4,2,5,4,4,4,4,4,3,3
118598,2,2,2,2,3,4,5,4,4,4,4,5,5
124185,3,4,4,4,5,4,5,5,1,2,3,4,5
66172,3,3,3,3,4,4,5,4,4,4,4,4,4
52536,3,3,3,3,5,4,4,5,5,5,4,4,4
93672,2,5,2,4,4,2,4,4,4,5,4,5,4
97338,3,5,5,5,4,3,2,3,3,3,3,2,2
102857,4,4,4,3,1,4,1,1,4,5,4,4,1
40778,3,2,2,2,5,3,3,3,3,3,3,2,2
98377,3,3,3,3,4,5,5,3,3,4,3,3,5
95815,2,2,2,3,1,2,1,1,4,4,4,5,1
64443,5,1,5,5,2,4,4,4,4,4,4,3,3
19410,3,5,4,2,4,4,4,4,1,2,5,2,4
25329,4,1,1,1,4,4,4,4,3,3,5,5,4
28912,5,5,5,5,5,5,2,4,4,4,4,4,5
58455,1,2,1,3,4,4,4,1,1,1,1,3,3
71782,4,4,4,4,4,4,5,5,5,4,5,4,4
39729,3,4,3,3,5,3,5,5,2,5,4,3,5
31410,4,4,4,1,5,4,5,5,4,4,1,3,5
20930,2,2,2,2,5,5,5,5,5,4,3,4,5
108085,5,5,5,5,2,5,4,3,3,3,3,5,5
56921,2,2,2,2,4,4,4,3,4,4,5,4,4
114231,2,3,3,3,1,2,3,2,2,2,2,1,3
116868,4,4,4,4,5,4,4,4,4,4,4,3,3
125182,1,1,1,1,3,4,5,5,5,5,5,3,4
43023,1,0,0,2,3,2,1,1,1,1,1,2,1
21184,4,4,4,4,5,5,5,5,5,2,5,4,5
81931,2,5,2,2,2,2,3,2,3,5,5,4,2
83714,0,0,1,4,2,1,5,2,5,3,5,3,2
116971,2,2,2,2,4,4,5,5,5,5,5,5,4
49094,2,2,5,2,4,4,5,4,4,5,5,1,4
129801,2,4,2,3,5,5,5,4,4,2,4,1,3
48638,5,5,5,5,4,5,5,5,5,5,5,4,4
78268,3,1,3,4,5,3,5,5,1,1,3,3,5
120054,3,5,3,3,1,3,1,1,4,5,4,3,1
83256,2,2,2,3,2,2,3,2,3,4,2,4,2
44683,3,5,5,5,3,4,4,3,3,3,3,1,1
13554,2,0,2,2,5,2,5,5,3,4,1,3,5
67120,4,4,4,4,4,4,4,3,5,4,3,4,4
120870,2,2,3,2,5,5,5,4,4,4,5,5,5
27730,5,1,3,1,2,2,5,5,5,5,5,2,2
93637,2,4,2,3,2,5,5,2,2,2,2,5,4
91343,4,2,4,3,4,4,4,4,4,3,4,4,4
95106,1,2,1,4,1,5,2,3,4,4,4,2,2
11878,3,5,3,4,4,4,4,2,2,3,2,5,3
68934,2,3,3,3,1,4,4,2,2,2,2,2,1
43875,3,3,3,3,5,5,5,5,1,2,5,1,5
78271,1,0,0,4,1,0,1,1,3,3,4,3,1
78112,2,2,2,2,4,4,4,4,4,5,4,5,4
120255,2,5,2,1,3,2,3,3,5,3,5,4,3
106950,1,1,5,1,3,5,5,4,4,4,4,3,5
42376,1,2,1,4,4,3,3,4,4,1,4,3,2
81778,1,1,1,1,3,4,4,3,3,4,3,4,4
35272,5,5,3,5,5,1,2,5,5,5,5,4,2
122022,0,5,0,3,1,1,1,1,3,2,4,4,1
108265,4,3,3,3,4,4,4,4,1,3,2,4,4
79482,2,3,3,3,1,4,4,2,2,2,2,1,2
120138,4,4,4,4,4,4,5,5,5,5,5,3,5
59396,1,1,1,3,1,4,3,4,4,1,1,2,1
40780,0,1,1,1,5,1,5,5,3,1,3,5,5
108806,2,4,2,3,1,2,1,1,1,2,3,2,1
68693,3,4,3,5,5,3,5,5,5,5,5,5,5
45836,4,4,4,1,1,4,1,1,2,3,2,3,1
120195,4,0,4,2,2,4,2,2,4,5,5,5,2
127592,1,1,1,1,2,4,4,4,4,4,4,5,3
96098,2,4,2,3,1,2,1,1,5,2,4,4,1
64190,2,1,1,1,3,4,3,2,2,2,2,3,3
109654,3,2,2,2,3,3,3,3,2,4,3,3,3
118712,3,5,3,1,3,3,3,3,3,3,2,4,3
80025,2,5,2,1,5,5,4,5,5,2,5,5,4
21951,3,3,3,3,5,3,5,5,4,3,3,1,5
103568,3,3,3,3,4,4,4,4,3,4,5,3,4
3019,3,4,4,4,4,3,4,3,3,3,3,4,2
116013,3,1,3,2,4,2,2,4,4,3,4,1,1
24389,4,4,4,2,2,4,2,2,4,3,5,5,2
29864,3,4,4,2,5,4,5,5,2,5,4,4,5
48682,1,5,1,3,5,1,5,5,3,5,5,4,5
109268,3,5,3,4,2,3,2,2,3,4,4,3,2
47690,4,2,4,4,3,4,4,1,1,4,1,2,4
50748,4,5,4,3,5,4,2,5,3,2,5,4,5
94402,0,0,0,4,3,4,4,4,4,4,4,4,3
115908,4,3,3,3,4,4,4,4,5,1,2,3,4
104498,2,2,2,2,2,3,4,5,5,5,5,5,4
33968,3,3,3,1,3,3,3,3,4,1,5,3,3
90868,5,5,5,3,3,5,3,3,5,4,5,4,3
46374,4,1,1,1,4,4,4,4,3,4,2,5,4
25275,4,3,4,4,3,4,2,3,1,2,3,2,3
125369,2,2,2,2,4,3,2,4,4,2,2,3,2
36871,3,2,3,3,2,3,4,2,2,4,4,3,2
103316,1,1,1,1,2,5,5,5,5,5,5,4,5
95860,4,4,4,4,4,4,5,5,5,5,5,3,4
20744,1,1,1,1,5,5,5,5,2,2,3,3,5
101526,4,3,4,4,4,4,4,4,4,2,1,4,4
80041,2,4,2,1,4,2,4,4,3,3,4,4,4
32922,3,1,3,3,1,3,1,1,4,4,2,4,1
35054,4,4,4,4,4,4,4,3,2,4,4,4,4
89992,4,4,4,4,4,4,4,4,4,4,4,5,5
10563,2,2,2,2,2,5,4,4,4,4,5,4,4
92411,3,5,5,5,1,4,4,3,3,3,3,1,1
8601,3,3,3,3,2,5,5,4,4,4,5,3,5
18874,4,4,4,4,4,4,4,4,1,5,3,2,4
111767,1,2,2,2,2,1,2,1,1,2,1,1,4
34189,2,1,2,4,5,2,5,5,2,4,4,2,5
114690,3,4,3,3,1,3,1,1,5,3,4,5,1
19931,3,5,0,3,1,0,1,1,4,4,4,4,1
36925,1,1,1,1,1,5,2,4,4,4,4,3,1
26407,5,2,2,2,5,5,5,5,1,3,2,2,5
117338,1,0,2,2,2,2,2,2,4,2,4,3,2
49402,3,3,5,3,1,2,4,5,5,5,4,3,2
83393,3,3,3,3,2,5,4,4,4,5,4,5,3
51387,5,4,0,4,1,4,5,4,4,0,2,5,1
83965,1,1,3,1,2,5,5,1,1,2,1,3,3
88752,2,5,3,2,1,3,1,1,1,2,2,2,1
56453,1,4,1,2,4,4,5,5,5,1,4,4,5
102553,2,5,2,2,2,5,5,5,5,2,5,5,3
116818,4,2,4,4,3,4,5,4,4,4,4,4,4
7851,2,3,3,3,2,2,2,2,2,2,4,1,2
93813,4,4,4,4,4,5,4,5,5,5,5,5,4
109217,5,1,1,1,5,5,5,5,3,5,2,2,5
68685,3,0,3,2,1,3,1,1,4,2,1,2,1
56987,2,2,2,4,2,4,3,3,3,2,4,3,3
111318,4,1,1,1,4,4,4,4,1,1,3,4,4
113507,4,5,5,5,4,2,3,4,4,4,4,4,3
54616,1,1,1,2,4,1,4,4,1,1,4,1,4
99140,4,4,1,4,2,5,4,4,4,5,4,3,3
112427,2,2,2,2,4,5,4,4,4,4,4,4,5
9599,3,5,3,2,1,3,1,1,5,5,4,5,1
37418,1,5,5,5,1,1,1,1,4,4,4,2,1
18906,4,3,4,3,3,4,3,3,4,1,3,4,3
70278,3,3,3,3,5,5,5,4,4,4,4,5,3
88172,1,0,0,4,5,0,5,5,4,2,5,4,5
16728,4,4,4,4,4,4,4,5,4,2,3,4,4
112681,5,5,5,5,2,4,4,5,5,5,5,3,5
2067,4,5,4,4,4,4,5,3,3,4,3,3,3
127982,5,5,5,5,5,5,2,5,5,5,5,1,4
120763,3,3,3,5,4,3,5,4,4,4,5,5,4
60074,4,4,4,4,3,3,3,3,3,4,5,5,3
101783,1,1,1,1,5,5,5,5,5,5,5,4,5
34893,1,5,1,3,4,5,5,1,1,1,1,3,3
71404,4,4,4,4,2,5,4,4,4,4,4,4,3
129267,2,2,4,4,5,2,4,2,2,2,2,3,1
57424,4,5,3,5,4,3,4,4,3,2,5,5,4
14079,1,0,1,2,3,1,3,3,1,2,1,5,3
94557,1,1,5,1,2,4,4,5,5,5,5,3,5
5857,4,0,4,4,4,4,4,4,3,5,2,2,4
78678,4,4,4,4,5,4,5,5,4,4,4,3,5
87402,2,0,4,4,5,5,5,5,5,4,5,2,5
45638,2,4,0,3,4,0,4,4,5,3,5,5,4
102121,0,0,0,3,1,0,1,1,4,3,4,4,1
45282,4,4,4,4,4,4,4,4,3,2,5,4,4
4958,0,0,0,3,2,0,2,2,3,2,4,4,2
128585,4,4,4,4,5,5,4,2,2,2,2,4,4
16904,2,4,1,4,4,1,4,4,4,5,4,3,4
74720,3,5,3,2,5,3,5,5,4,2,3,5,5
111613,2,2,2,2,2,4,5,5,5,5,5,5,4
54064,4,4,4,4,5,5,5,5,1,2,1,4,5
17959,3,2,2,2,3,3,3,3,4,5,2,5,3
128057,3,4,3,3,3,3,1,2,2,3,1,1,2
33382,2,5,2,3,4,5,1,5,5,2,5,1,2
110110,1,0,0,2,2,1,2,2,4,2,4,4,2
124386,4,4,4,1,2,4,4,3,3,4,2,5,4
123990,3,3,4,3,4,4,4,5,5,5,5,3,3
113522,2,2,2,2,5,4,4,5,5,5,5,3,5
35364,1,1,1,3,1,1,1,1,4,2,3,2,1
124452,2,2,2,2,3,2,4,3,5,4,4,3,3
73558,0,5,0,3,5,4,4,5,5,5,4,4,5
13878,4,1,5,2,4,5,4,4,4,2,3,1,4
91154,4,0,4,4,3,4,3,3,4,2,2,1,3
15326,1,4,4,4,1,1,1,1,3,3,3,2,1
115452,1,1,1,1,1,1,1,1,1,2,4,1,1
50083,1,5,5,5,2,1,2,2,4,5,1,2,2
99717,5,5,5,5,3,5,4,3,3,4,3,4,3
27695,4,0,3,2,5,5,4,4,4,3,4,4,4
48514,1,3,3,3,1,1,1,1,4,2,3,3,1
57134,2,5,2,3,3,2,3,3,1,2,2,1,3
33128,1,5,0,3,2,0,2,2,3,3,4,5,2
97323,2,2,2,2,4,5,5,4,4,4,4,4,3
89320,1,1,1,1,2,3,4,4,4,5,4,3,3
82205,2,2,2,1,1,2,1,1,5,4,5,5,1
61771,1,4,1,5,4,1,4,4,4,5,5,5,4
42530,0,2,0,2,4,0,4,4,2,5,3,2,4
112136,2,2,2,1,4,2,5,4,5,4,5,4,4
16193,4,0,4,2,3,4,3,3,5,2,1,1,3
45955,5,3,3,3,5,4,3,5,5,5,5,2,5
53768,4,4,4,3,2,4,2,2,3,2,5,5,2
101439,3,3,3,3,3,4,5,5,5,4,5,5,3
105950,2,2,2,4,1,2,1,1,4,4,3,5,1
3713,3,5,3,2,3,3,3,3,5,2,5,5,3
39149,1,4,1,3,5,1,5,5,4,2,5,3,5
27297,4,2,4,2,4,4,3,4,1,4,4,5,4
100380,1,3,1,3,2,1,2,2,3,4,3,4,2
57087,1,4,1,1,4,4,5,3,3,3,3,4,4
108821,1,4,4,4,2,3,4,1,1,1,1,1,1
127008,4,4,4,4,1,3,4,4,4,4,4,1,3
44061,1,4,1,5,3,1,3,3,3,3,5,3,3
128488,2,5,2,5,1,1,1,3,3,2,3,1,2
129670,3,0,3,3,4,3,4,4,3,5,5,3,4
120988,1,1,2,1,4,4,4,4,4,2,4,5,4
53071,2,1,2,2,2,2,2,2,4,5,3,4,2
114745,5,5,5,5,5,5,5,5,5,5,5,3,3
50361,4,4,4,4,4,4,5,4,4,2,4,2,4
38342,4,4,4,4,3,5,5,5,5,5,5,4,4
54128,1,0,0,4,3,1,3,3,2,4,2,1,3
14911,0,5,0,2,5,0,3,5,3,5,4,3,5
52258,4,4,4,4,4,4,4,4,3,3,5,4,4
56039,3,5,1,5,3,4,4,2,4,2,2,4,4
58987,5,5,5,2,5,5,5,5,5,2,4,4,5
19215,5,4,4,4,3,1,1,5,5,4,5,4,3
104926,5,5,5,5,4,4,4,4,5,5,5,3,4
120971,1,1,3,1,2,4,4,4,4,4,4,3,4
111630,2,4,2,4,1,2,1,1,4,4,1,3,1
17518,4,5,4,4,3,4,3,3,3,2,4,4,3
37409,4,4,4,2,4,4,4,4,4,2,5,3,4
38064,5,1,1,1,5,5,4,5,2,4,4,4,5
111597,5,5,5,1,1,5,1,1,3,3,4,3,1
18230,1,2,2,2,3,3,4,1,1,1,1,1,4
84382,3,5,5,5,3,4,3,3,4,5,4,1,3
122420,4,4,5,4,4,4,4,4,5,3,5,3,4
78970,3,0,3,5,3,3,3,3,3,5,5,3,3
61560,2,3,3,3,2,2,2,2,4,1,1,1,2
106088,0,0,0,2,4,4,4,4,3,4,4,4,4
105066,3,3,3,3,3,5,4,5,5,5,5,3,3
54888,4,5,3,3,3,3,5,3,3,3,5,5,3
2651,4,4,2,4,4,5,4,4,4,4,4,3,4
129013,4,1,1,1,3,4,4,1,2,3,4,4,4
29813,5,5,2,5,1,1,2,4,4,4,4,3,5
65644,3,3,3,3,5,4,5,4,4,4,4,3,5
127349,1,3,3,3,1,1,1,1,1,2,3,1,1
110488,3,5,3,3,1,3,3,1,5,2,2,2,1
50685,3,4,3,3,5,3,2,5,5,3,4,3,5
13248,2,2,2,3,2,2,2,2,1,4,3,3,2
36365,4,0,4,3,4,4,4,4,1,1,3,3,4
112817,3,3,3,3,3,3,3,3,4,5,5,3,3
124364,1,1,1,1,4,4,4,4,3,2,5,4,4
38194,1,4,1,3,3,1,3,3,5,3,4,4,3
2882,2,3,2,2,4,2,2,4,1,1,3,4,4
17945,4,2,4,2,2,2,3,4,4,4,4,3,1
53015,3,3,3,1,4,3,4,4,2,2,2,2,4
4195,5,5,5,5,5,5,5,2,2,2,2,3,5
3170,5,2,5,2,4,5,4,4,5,5,4,3,4
116990,4,4,4,4,2,4,5,4,4,4,4,3,3
52289,4,4,4,3,4,4,4,4,4,5,3,4,4
95287,4,4,4,2,2,4,4,5,5,4,5,4,3
124718,1,2,1,2,3,1,2,3,3,5,2,4,3
123049,2,5,2,2,2,2,2,2,5,2,5,5,2
109761,3,3,5,3,3,5,5,5,5,5,5,3,4
49795,3,0,3,3,4,3,5,4,3,3,2,3,4
33890,3,4,4,4,3,3,3,3,3,3,4,1,3
36230,2,3,2,4,1,2,1,1,5,4,4,4,1
46925,1,1,1,1,2,2,1,5,5,5,5,3,3
10593,1,1,1,1,3,5,5,5,5,5,5,5,5
74609,5,5,5,5,4,4,4,4,5,4,4,4,4
16484,5,5,5,5,4,5,5,4,4,4,4,3,3
63334,1,3,1,4,2,1,2,2,3,4,4,4,2
50043,5,1,1,1,5,5,5,5,1,1,2,3,5
112665,1,1,1,1,3,4,5,4,4,4,4,4,4
72047,3,4,3,2,4,3,4,4,1,1,4,1,4
64801,4,4,4,4,4,4,4,4,1,5,3,2,4
1947,3,3,2,3,1,4,4,3,3,3,3,3,2
